,Energy,Protein,Fat,Carbohydrate,Total Dietary,Calcium,Iron,Sodium,Vitamin A,Vitamin B1 (Thiamine),Vitamin B2 (Rivoflavin),Vitamin C,Linoleic Acid,Alpha-Linolenic Acid
발사믹식초,88,0.49,0,17.03,0,27,0.72,23,0,0,0,0,0,0
"뽕잎, 가루 ",275,24.2,2.7,54.2,0,1050,0,60,0,0,0,0,0,0
사프란,310,11.43,5.85,65.37,3.9,111,11.1,148,0,0.115,0.267,80.8,0,0
"산초, 가루",302,9.66,4.01,68.57,56.6,1538,14.2,7,6.666666667,1.144,0.882,0,904.07,681.6
"샐러드 드레싱, 사우전드아일랜드",484,0.9,48.4,11.1,0,14,0.3,761,8.5,0.04,0.02,0,0,0
"샐러드 드레싱, 이탈리안",240,0.41,21.12,12.12,0,13,0.26,993,1.75,0.02,0,0.4,9177,1434
"샐러드 드레싱, 프렌치",457,0.77,44.81,15.58,0,24,0.8,836,19.33333333,0.019,0.053,3.6,0,0
생강 페이스트,43,0.7,0.6,8.6,0,16,0.3,580,0.5,0.02,0.03,120,96,27
"생강, 가루 ",347,9.2,5.1,72.7,0,128,15.6,50,0,0.06,0.2,6,0,0
소금,0,0,0,0,0,40,0.2,33597,0,0,0,0,0,0
"소금, 가공염, 죽염",0,0.01,0.01,0,0,56,11.94,38330,0,0,0,0,0.64,0
"소금, 가공염, 퉁퉁마디(함초)",21,0,0.01,5.17,0,185,0.92,33490,0,0,0.005,0,1.08,0
"소금, 굵은소금",0,0,0,0,0,153,2.4,32220,0,0,0,0,0,0
"소금, 정제염",2,0,0.01,0.39,0,30,0,36025,0,0,0,0,0,0
"소금, 천일염",20,0,0,5.1,0,123,3.7,33565,0,0,0,0,0,0
"소금, 천일염, 가는소금",24,0.06,0,5.95,2,142,0.65,33417,0,0,0,0,0,0
"소금, 천일염, 굵은소금",15,0,0,3.87,1.8,114,0.73,34205,0,0,0,0,0,0
"소금, 천일염, 소금꽃",21,0,0,5.3,0,58,5.8,40626,0,0,0,0,0,0
"소금, 천일염, 토판염",16,0,0,4.1,0,62,6.2,38659,0,0,0,0,0,0
"소금, 프랑스, 소금꽃",11,0,0,2.8,0,120,5.1,36693,0,0,0,0,0,0
"소금, 프랑스, 토판염",16,0,0,4,0,149,26.4,39612,0,0,0,0,0,0
"스파게티 소스, 병조림",81,1.52,2.4,13.43,2.7,34,0.74,585,39.91666667,0.077,0.041,0.35,1149.72,36.39
"식초, 감식초",14,0,0,3.5,0,3,0.1,3,0,0.01,0.01,0,0,0
"식초, 배식초",43,0.2,0,10.5,0,6,0.5,20,0,0.01,0.01,0,0,0
"식초, 사과식초",11,0,0,2.7,0,3,0.1,2,0,0.01,0.01,0,0,0
"식초, 쌀식초",46,0.2,0,7.4,0,2,0.1,12,0,0.01,0.01,0,0,0
"식초, 알로에식초",12,0.1,0,3,0,106,0.7,39,0,0.01,0.01,0,0,0
"식초, 양조",1,0.02,0,0.34,0,3,0,1,0,0.015,0,0,0.62,0
"식초, 포도식초",22,0.1,0,1.2,0,3,0.2,4,0,0,0,0,0,0
"식초, 포도주",19,0.04,0,0.27,0,6,0.45,8,0,0,0,0.5,0,0
"식초, 현미식초",19,0,0,4.7,0,3,0.1,2,0,0.01,0.01,0,0,0
쌈장,240,9.88,4.81,39.18,9.7,62,1.76,2619,51.25,0.128,0.108,0,2438.26,334.02
"양파, 가루 ",364,8.8,1.1,79.8,0,140,3.1,52,0,0.3,0.1,10,270,16
"오레가노, 말린것",265,9,4.28,68.92,42.5,1597,36.8,25,83.91666667,0.177,0.528,2.3,0,621
"올스파이스, 가루 ",374,5.6,5.6,75.2,0,710,4.7,53,2.583333333,0,0.05,0,1500,45
우스터 소스,74,0.5,0.1,17.7,0,35,0.8,1671,0,0.02,0.01,0,0,0
"월계수, 잎, 말린것",313,7.61,8.36,74.97,26.3,834,43,23,0,0.009,0.421,46.5,0,0
육두구,559,5.7,38.5,47.5,0,160,2.5,15,0,0.05,0.1,0,5100,95
"정향, 가루 ",417,7.2,13.6,66.4,0,640,9.9,280,10,0.04,0.27,0,2800,610
조미료,257,5.86,4.09,49.07,0,91,0.81,15836,0,0.23,1.071,0,99.83,6.2
"조미료, 멸치맛, 가루 ",234,22,4.8,25.7,0,465,3.4,15570,0,0.37,0.21,0,0,0
"조미료, 쇠고기맛, 가루 ",225,13.5,3.8,34.2,0,16,1.9,26237,16,0.63,0.19,0,0,0
"조미료, 액상",77,6.19,0,13.02,0,9,0.6,6166,0,0.005,0.025,2.17,0.36,0
"조미소, 가루 ",174,16.6,0.8,25.1,0,113,20,0,0,1.91,0.5,2,0,0
짜장 소스,189,13.2,4.3,24.3,0,60,2.5,3227,0,0.06,0.12,0,0,0
"짜장 소스, 가루",351,10.93,4.3,67.18,5.4,58,1.21,5502,0,0.064,0,0,1202.27,104.2
"짜장 소스, 레토르트",93,2.42,3.22,13.5,1.4,110,0.33,539,0,0.082,0.539,0,1667.56,38.92
청국장,108,10.2,0.8,14.9,0,96,3.8,961,6.666666667,0.15,0.29,0,0,0
"청국장, 가루 ",411,38.8,16.4,28.8,0,207,9,2487,0,0.18,0.67,0,0,0
"청국장, 찌개용",136,10.93,5.88,10.42,7.3,81,1.75,3083,7.25,0.088,0.373,12.37,2954.05,493.46
초고추장,211,3.79,1.17,53.78,2.4,19,1.27,1962,168.0833333,0,0.186,0,620.93,57.23
춘장,206,11.8,4.16,30.46,7.9,54,1.78,3399,0,0.104,0.981,0,2148.04,292.27
칠리 소스,115,1.8,0.1,26.3,1.9,27,0.9,1200,41.66666667,0.07,0.07,0,24,3
"칠리, 가루 ",374,15,8.2,60.1,0,280,29.3,2500,633.3333333,0.25,0.84,0,4300,300
"카레, 가루 ",356,10.4,14.6,58.3,0,65,5.1,0,15.58333333,0.12,0.1,0,0,0
"카레, 레토르트",72,2.47,1.89,11.39,2.8,14,0.43,482,25.75,0,0.046,0.17,293.59,123.17
"코리아타임, 말린것",378,1.4,6.2,79.2,0,745,8.7,76,1420.083333,0.36,2.52,106,0,0
"타라곤, 말린것",295,22.77,7.24,50.22,7.4,1139,32.3,62,0,0.251,1.339,50,0,0
"타임, 가루 ",352,6.5,5.2,69.8,0,1700,110,13,81.66666667,0.09,0.69,0,350,480
템페,192,20.29,10.8,7.64,0,111,2.7,9,0,0.078,0.358,0,0,0
토마토 소스,44,2,0.2,8.5,1.1,18,0.9,240,40,0.09,0.08,0,48,7
"토마토 소스, 케첩",135,1.78,0.08,31.73,4,20,0.13,1063,38.33333333,0.026,0.136,9.08,50.06,0
"파슬리, 말린것",292,26.63,5.48,50.64,26.7,1140,22.04,452,96,0.196,2.383,125,1248,1860
"파프리카, 가루 ",389,15.5,11.6,55.6,0,170,21.1,60,416.6666667,0.52,1.78,0,6600,410
"페퍼민트, 생것",70,3.75,0.94,14.89,8,243,5.08,31,0,0.082,0.266,31.8,0,0
핫 소스,55,0.7,0.5,5.2,0,15,1.5,630,116.6666667,0.03,0.08,0,260,2
"후추, 검은후추, 가루 ",347,11.3,4.1,66.3,0,281,19.5,46,11,0.11,0.22,0,0,0
"후추, 흰색후추, 가루 ",378,10.1,6.4,70.1,0,240,7.3,4,0,0.02,0.12,0,1400,300
간짜장,127,3.4,3.4,20.6,4.4,18,5.3,418,1.75,0.04,0.08,0,0,0
갈비탕,40,4.6,1.8,1.3,0.4,14,4.4,286,1.166666667,0.01,0.14,0,0,0
"게살죽, 끓인것",71,2.2,0.9,13.4,0.7,13,1,182,5.833333333,0.05,0.05,0,0,0
고추잡채,128,5.5,6,13.1,2.3,16,12.3,414,13.58333333,0.08,0.1,4,0,0
곰탕,83,10,4.3,1,0.2,7,6.8,118,1.5,0,0.21,0,0,0
김밥,158,3.6,3.2,28.8,3.2,30,5.1,417,33.66666667,0.08,0.12,0,0,0
"김밥, 김치 김밥",138,4.4,2.6,24.3,1.9,31,6.8,458,55.08333333,0.05,0.57,0,0,0
"김밥, 샐러드 김밥",162,3.8,5.4,24.6,1.3,26,4.9,364,45.66666667,0.03,0.17,0,0,0
"김밥, 소고기 김밥",161,6.4,3.9,25,1.8,28,6.8,424,41,0.02,0.21,0,0,0
"김밥, 참치 김밥",167,5.8,5.1,24.5,2.7,25,5,346,42.33333333,0.19,0.21,0,0,0
김치찌개,61,3.8,3.8,3,2.1,38,3.8,491,24.41666667,0.27,0.2,0,0,0
깐풍기,295,13.1,18.5,18.9,1.5,29,18.5,329,23.41666667,0.03,0.18,0,0,0
"깨죽, 끓인것",64,1.7,2,9.9,1.2,50,2,145,0,0.09,0.06,0,0,0
꼬리곰탕,110,14.6,5.4,0.7,0.4,18,7.1,109,2.083333333,0.01,0.25,0,0,0
난자완스,173,10.8,10.2,9.6,1.7,17,11.4,352,15.16666667,0.1,0.23,0,0,0
내장탕,78,7.8,4.3,1.9,1.5,26,11,334,16.25,0.04,0.3,0,0,0
"냉면, 물냉면",69,2,0.5,14.1,4.1,12,2.1,327,2.416666667,0.11,0.09,0,0,0
"냉면, 비빔냉면",114,3.6,1.1,22.3,5.1,19,6.2,303,29.83333333,0.1,0.12,0,0,0
"냉면, 열무냉면",66,2.6,0.7,12.2,5.1,22,4.7,394,18.25,0.17,0.09,0,0,0
"냉면, 회냉면",114,3.2,1.4,22.2,4.8,47,7,276,36.5,0.13,0.17,0,0,0
"덮밥, 불고기 덮밥",134,5.7,3.2,20.5,1.2,13,9.2,300,9.083333333,0.07,0.42,0,0,0
"덮밥, 오징어 덮밥",136,6.3,2.8,21.5,1.5,19,4.8,325,32.83333333,0.05,0.31,0,0,0
"덮밥, 제육 덮밥",156,6,4.4,23.1,1.5,15,6.6,308,33.08333333,0.15,0.46,0,0,0
"덮밥, 참치 덮밥",135,5.8,3.3,20.6,1.6,20,6.6,324,25.41666667,0.07,0.44,0,0,0
"덮밥, 회 덮밥",137,6,3.3,20.7,1.6,24,3.5,149,29.33333333,0.02,0.57,0,0,0
도가니탕,72,12.6,2.1,0.6,0.3,9,1.3,75,0.166666667,0.02,0.23,0,0,0
"돈저냐(동그랑땡), 냉동",225,9.4,14.5,14.1,0,73,2.3,168,12,0.37,0.1,0,0,0
동태찌개,46,5.8,2,1.3,1.2,42,4.3,322,117.4166667,0.35,0.18,0,0,0
돼지고기 볶음,175,11.5,10.3,9.1,1.5,22,8,526,54.33333333,0.24,0.26,0,0,0
된장찌개,37,2.9,1.3,3.4,1.4,38,4.9,505,9.333333333,0.07,0.13,0,0,0
떡만둣국,89,2.9,1.6,15.8,1.2,14,3,283,5.416666667,0.09,0.15,0,0,0
떡볶이,151,3.8,1.7,30.2,1.7,20,4.4,427,22.08333333,0.15,0.14,0,0,0
"라면, 국물, 조리후",19,0.44,0.96,2.03,0.7,5,0.08,380,9.916666667,0.068,0.125,0,115.84,4.32
"라면, 면, 조리후",174,3.89,4.37,29.78,0,97,0.21,278,1.25,0.056,0.372,0,594.14,17.81
"라면, 조리전",369,8.59,11.47,69.44,2.2,186,0.54,1338,19.58333333,0.105,0.715,0,1542.27,45.22
"라면, 조리후",101,2.2,2,18.5,0,48,0.2,388,3,0.12,0.22,0,0,0
"라면, 비빔라면, 끓인것",189,3.38,5.67,31.01,2.3,8,0.33,375,17.08333333,0.136,0.024,0,829.4,39.62
라조기,199,10.3,11.7,13.1,1.4,36,10.9,324,24,0.04,0.22,0,0,0
마파두부,114,7.6,6.9,5.4,2.2,77,14.4,346,28.41666667,0.15,0.07,0,0,0
막국수,109,3.8,1.1,20.9,5.7,22,8.3,273,17.58333333,0.12,0.15,0,0,0
"만두, 고기 만두, 냉동",208,9.38,6.58,27.79,5.8,65,3.1,261,10.41666667,0.448,0.071,0,1073.72,71.5
"만두, 군만두, 튀긴것",274,7,11.7,35.2,3.4,38,12.6,381,5.416666667,0.26,0.14,0,0,0
"만두, 김치 만두, 냉동",187,8.13,6.59,23.82,6.2,74,2.47,423,9.75,0.163,0.083,0,1166.27,84.31
"만두, 물만두",131,5.6,5.1,15.6,4.6,28,5.5,239,6.333333333,0.55,0.08,0,0,0
만둣국,62,3.1,2.5,6.8,4.6,18,3.8,338,8.416666667,0.19,0.1,0,0,0
"메밀 냉면 육수, 인스턴트",174,0.83,0.05,42.58,0.3,7,0.07,5935,0,0,0.251,0,1.59,0
"미역국, 인스턴트, 말린것",323,9.4,3.6,63.2,0,202,3.2,6516,46,0.21,0.5,3,0,0
"미트볼, 냉동",244,11.7,16.4,12.5,0,18,1.3,520,36,0.1,0.17,1,2600,380
"볶음밥, 김치 볶음밥",151,4.6,4.1,24,4.1,30,4.6,358,44.16666667,0.22,0.15,0,0,0
"볶음밥, 새우 볶음밥",175,4.5,4.9,28.2,1.3,18,3.3,349,20.66666667,0.02,0.16,0,0,0
"볶음밥, 오므라이스",162,4.8,4.8,25,2.3,20,4.5,330,39.08333333,0.32,0.15,0,0,0
"북어국, 인스턴트, 말린것",360,44.1,6.1,32.2,0,229,1.6,4832,13.25,0.16,0.12,0,0,0
비빔 국수,113,3.4,2.1,20,4.5,21,5.2,337,40.83333333,0.18,0.09,0,0,0
비빔밥,141,4,3.7,23,3.5,24,5.4,267,37.16666667,0.12,0.11,0,0,0
"사골국, 인스턴트",10,1.4,0.4,0.3,0,3,0.2,255,1,0.02,0,0,0,0
"삼각김밥, 고추장 불고기",166,3.7,1.6,34.1,1.3,29,2,343,31.83333333,0.04,0.09,2,0,0
"삼각김밥, 숯불갈비",161,4,1.7,32.5,1.3,11,2.1,358,26.5,0.07,0.09,0,0,0
"삼각김밥, 참치 마요네즈",172,3.9,3.2,32,1.2,10,1.6,282,21.25,0,0.06,0,0,0
삼계탕,92,11.5,3.3,4.1,1.9,55,3.8,131,4.333333333,0.05,0.3,0,0,0
"샌드위치, 닭고기 ",250,16.28,11.19,20.81,1.4,58,1.77,753,3,0.23,0.3,0.8,2884,197
"샌드위치, 생선 ",257,10.29,12.45,26.69,1,37,1.5,602,4.666666667,0.21,0.14,1.8,5561,489
"샌드위치, 소고기 ",244,15.17,10.3,22.21,1.3,55,2.64,653,2,0.217,0.287,0,1465,152
"샌드위치, 햄, 치즈 ",218,7.4,9.9,24.8,5.3,56,6.9,451,30.66666667,0.13,0.21,0,0,0
"샌드위치, 햄, 치즈, 채소",214,8.66,10.38,21.55,5.5,78,0.56,532,36.5,0.373,0.103,7.31,1899.14,274.46
선짓국,42,6.4,1.2,1.4,0.6,22,109,315,8,0.03,0.18,0,0,0
"소고기버섯죽, 끓인것",72,2.3,0.9,13.6,0.4,7,1,158,2.5,0.02,0.08,0,0,0
소고기육개장,49,3.1,2.7,3,2.4,22,9.9,408,14.75,0.1,0.09,0,0,0
소머리국밥,79,9.5,3.6,2.2,0.5,9,12.4,103,2.166666667,0.02,0.2,0,0,0
순대국,67,5.4,4.1,2.2,3.3,13,9.1,188,20.25,0.06,0.1,0,0,0
순두부찌개,50,3.6,3.1,1.9,1.9,39,7.4,338,19,0.26,0.23,0,0,0
"스튜, 레토르트",118,6,7.2,7.4,0,15,0.9,290,6,0.11,0.08,5,0,0
"스튜, 크림 스튜, 레토르트",119,4.1,8,7.6,0,25,0.6,119,71.08333333,0.06,0.07,4,0,0
"스파게티, 미트소스 스파게티, 냉동",90,5.05,1.01,15.24,1.8,18,1.25,238,8.666666667,0.122,1.333,5.4,0,0
"스프, 소고기 스프, 가루 ",406,11.3,10.3,67.1,0,10,0.8,3627,0,0.39,0.14,0,0,0
"스프, 소고기 스프, 가루, 끓인것",7,1.14,0.22,0.04,0,6,0.17,372,0,0.002,0.021,0,0,0
"스프, 소고기, 채소 스프, 가루, 끓인것",48,3.18,1.16,6.16,1.2,18,0.51,326,92.5,0.015,0.016,3.6,0,0
"스프, 양송이 스프, 가루 ",418,8.3,11.3,70.7,0,13,1.8,1976,0,0.1,0.27,0,0,0
"스프, 양송이 스프, 가루, 끓인것",39,0.66,2.59,3.33,0.3,7,0.09,340,1,0.006,0.008,0,0,0
"스프, 양파 스프, 가루 ",293,7.48,0.34,65.07,6.6,143,1.25,8031,0.75,0.279,0.274,3.4,0,0
"스프, 양파 스프, 가루, 끓인것",12,0.32,0.01,2.77,0,9,0.05,346,0,0.012,0.012,0.1,0,0
"스프, 콘소메 스프, 가루, 끓인것",11,2.52,0,0.32,0,0,0,0,0,0,0,0,0,0
"스프, 크림 스프, 가루 ",443,6.8,15.9,68.1,0,22,0,3032,0,0.3,0.15,0,0,0
"스프, 크림 스프, 가루, 끓인것",30,0.72,0.97,4.7,0.2,8,0.2,238,27,0.014,0.015,0,0,0
알밥,155,3.6,2.6,29.2,1.6,28,3.9,335,16,0.03,0.17,0,0,0
알탕,61,9.5,1.8,1.6,1.5,69,8.4,377,37.83333333,0.36,0.32,1,0,0
"양장피, 생것",92,6.6,3.8,7.8,1.7,33,11.6,341,32,0.31,0.09,0,0,0
연잎밥,207,4,0.3,47,0,14,5.9,178,0.333333333,0.03,0.15,3,0,0
"옥수수죽, 레토르트",86,2,4.8,8.6,0,30,0.2,280,0,0.03,0.07,2,0,0
"우동, 일식 우동, 끓인것",60,1.9,1.1,10.6,2.9,11,4.7,341,3.083333333,0.06,0.04,0,0,0
"우동, 중식 우동, 끓인것",65,2.9,2.1,8.5,2.2,19,3.7,340,4.75,0.14,0.07,0,0,0
육회,153,14.9,6.2,9.4,1.7,18,20.2,299,10.66666667,0.04,0.22,0,0,0
잡채밥,136,3,2.9,24.5,3.1,16,12.7,294,8.583333333,0.09,0.11,0,0,0
잡탕밥,104,5.9,2.7,14,1.8,24,7.5,281,11,0.02,0.09,0,0,0
"전복죽, 끓인것",74,1.6,1.2,14.3,0.6,6,0.9,164,0.916666667,0.04,0.03,0,0,0
짜장면,122,3,3.1,20.6,3.3,13,3.7,368,0.75,0.13,0.06,0,0,0
"짜장면, 인스턴트, 끓인것",177,3.66,4.28,31,1.7,76,0.4,306,1.083333333,0,0.533,0,647.79,62.88
짜장밥,149,3,4.5,24,2.4,11,2.9,312,1.416666667,0.13,0.06,0,0,0
짬뽕,69,2.8,1.9,10.1,2.9,14,6.3,400,18.25,0.11,0.09,0,0,0
쫄면,133,4.1,2.2,24.3,4.2,21,5,299,31.08333333,0.22,0.08,0,0,0
청국장 찌개,68,5.6,3.9,2.6,3.7,71,6.5,449,11.91666667,0.32,0.13,0,0,0
"초밥, 광어 초밥",151,9,1.3,25.8,0.8,8,1.4,270,0,0.01,0.13,0,0,0
"초밥, 모듬 초밥",154,8.5,2,25.5,0.8,15,1.9,323,6.333333333,0.01,0.15,0,0,0
"초밥, 유부초밥",165,4.32,2.51,31.26,1.9,63,0.39,255,3.916666667,0.018,0.019,0,1213,153.52
추어탕,49,3.5,2.6,2.9,1.3,86,7.7,292,50.16666667,0.05,0.27,0,0,0
카레라이스,134,2.7,2.5,25.2,2.8,11,3,218,12.58333333,0.22,0.02,0,0,0
"칼국수, 해물",70,2.5,0.5,13.8,5,14,3.2,262,2.416666667,0.1,0.05,0,0,0
"컵라면, 국물, 조리후",28,0.61,1.44,3.16,0.7,8,0.11,423,13.08333333,0.039,0.102,0.72,182.21,8.55
"컵라면, 면, 조리후",192,3.5,4.95,33.41,3.7,123,0.44,316,3.416666667,0.187,0.287,0,620.85,17.11
