name,ingredient,weight,category,note
,"Soy sauce, Fermented type",2,,
,"Sugars, White sugar",1,,
,Soybean oil,1,,
,"Garlic, Bulb, Raw",0.1,,
,Sesame oil,0.2,,
,Red pepper powder,0.1,,
,"Carrot, Roots, Raw",5,,
,"Welsh onion, Raw",5,,
,"Onion, Raw",10,,
Braised tofu and fried fish paste,"Tofu, Firm",20,Braised,Korean
,"Fish cake, Fried",10,,
,Oyster sauce,5,,
,"Onion, Raw",5,,
,"Pumpkin(Cucurbita moschata), Young pumpkin, Raw",5,,
,"Welsh onion, Raw",5,,
,"Sugars, White sugar",1,,
,"Sesame seeds, White sesame, Roasted",0.1,,
Braised tofu,"Tofu, Firm",40,Braised,Korean
,"Onion, Raw",10,,
,"Carrot, Roots, Raw",5,,
,"Soy sauce, Fermented type",2,,
,Soybean oil,1,,
,"Welsh onion, Raw",5,,
,"Garlic, Bulb, Raw",0.1,,
,Sesame oil,0.2,,
,"Sugars, White sugar",1,,
,"Sesame seeds, White sesame, Roasted",0.1,,
Braised tofu in ketchup,"Tofu, Firm",40,Braised,Korean
,Tomato ketchup,5,,
,"Paprika(Capsicum annuum L), Sweet pepper, Green, Raw",5,,
,"Wheat flour, White, All-purpose",5,,
,"Welsh onion, Raw",5,,
,Soybean oil,2,,
,"Tofu, Firm",40,,
,Tomato ketchup,5,,
,"Onion, Raw",10,,
,"Paprika(Capsicum annuum L), Sweet pepper, Green, Raw",5,,
,"Carrot, Roots, Raw",5,,
,"Wheat flour, White, All-purpose",3,,
,"Soy sauce, Fermented type",0.5,,
,Starch syrup,1,,
,"Garlic, Bulb, Raw",0.1,,
,Soybean oil,2,,
Braised daikon and fried fish paste,"Fish cake, Fried",40,Braised,Korean
,"Soy sauce, Fermented type",2,,
,"Pepper(Piper nigrum L.), Black, Powder",0.1,,
,"Garlic, Bulb, Raw",0.1,,
,Sesame oil,0.2,,
,"Radish(Raphanus sativus), Korean radish, Roots, Raw",15,,
Braised tofu and peanut,"Tofu, Firm",40,Braised,Korean
,"Peanut(Arachis hypogaea), Dried",5,,
,"Onion, Raw",5,,
,"Sugars, White sugar",1,,
,Sesame oil,0.1,,
,"Soy sauce, Fermented type",1,,
,Starch syrup,1,,
,Soybean oil,1,,
Braised soft crab in soy sauce,"Imitation crab meat, Stick, Raw",40,Braised,Korean
,"Soy sauce, Fermented type",2,,
,Sesame oil,0.2,,
,"Sugars, White sugar",1,,
,"Onion, Raw",10,,
,"Welsh onion, Raw",5,,
Braised tofu in spicy sauce,"Tofu, Firm",40,Braised,Korean
,"Onion, Raw",10,,
,"Soy sauce, Fermented type",1,,
,Red pepper powder,0.1,,
,"Sesame seeds, White sesame, Roasted",0.1,,
,"Welsh onion, Raw",5,,
,"Garlic, Bulb, Raw",0.1,,
,Soybean oil,2,,
Braised quail eggs in soy sauce,"Egg, Quail, Raw",30,Braised,Korean
,Sesame oil,0.2,,
,"Soy sauce, Fermented type",1,,
,Starch syrup,1,,
,"Garlic, Bulb, Raw",0.1,,
,"Sugars, White sugar",1,,
,"Radish(Raphanus sativus), Korean radish, Roots, Raw",10,,
Braised sweet potato and quail eggs,"Egg, Quail, Raw",30,Braised,Korean
,"Sweet potato, Dry and firm type, Raw",30,,
,"Sugars, White sugar",1,,
,"Sesame seeds, White sesame, Roasted",0.1,,
,"Carrot, Roots, Raw",5,,
,"Soy sauce, Fermented type",2,,
,Sesame oil,0.2,,
Braised konjac and quail eggs,"Egg, Quail, Raw",30,Braised,Korean
,"Gonyak(Amorphophallus konjac) jelly, Block shape, Raw",15,,
,"Carrot, Roots, Raw",5,,
,"Onion, Raw",5,,
,"Soy sauce, Fermented type",2,,
,"Sugars, White sugar",1,,
,"Pepper(Piper nigrum L.), Black, Powder",0.1,,
,Sesame oil,0.2,,
Braised quail eggs and fried fish paste bowl,"Egg, Quail, Raw",15,Braised,Korean
,"Fish cake, Fried",10,,
,"Soy sauce, Fermented type",2,,
,"Sugars, White sugar",1,,
,"Garlic, Bulb, Raw",0.1,,
,Starch syrup,0.5,,
,"Welsh onion, Raw",5,,
,"Onion, Raw",5,,
,"Carrot, Roots, Raw",5,,
Braised quail eggs and fried fish paste,"Egg, Quail, Raw",15,Braised,Korean
,"Fish cake, Fried",10,,
,"Soy sauce, Fermented type",2,,
,"Sugars, White sugar",1,,
,"Carrot, Roots, Raw",5,,
,Sesame oil,0.2,,
Quail eggs boiled down in soy sauce,"Egg, Quail, Raw",30,Braised,Korean
,"Soy sauce, Fermented type",3,,
,"Sugars, White sugar",2,,
,"Garlic, Bulb, Raw",0.1,,
,Sesame oil,0.2,,
,"Pepper(Piper nigrum L.), Black, Powder",0.1,,
,"Broccoli, Raw",5,,
,"Carrot, Roots, Raw",5,,
Braised quail eggs in ketchup,"Egg, Quail, Raw",30,Braised,Korean
,Tomato ketchup,5,,
,"Garlic, Bulb, Raw",0.1,,
,Starch syrup,1,,
,"Carrot, Roots, Raw",5,,
,"Onion, Raw",5,,
Braised quail eggs and paprika in ketchup,"Egg, Quail, Raw",30,Braised,Korean
,Tomato ketchup,5,,
,"Sweet pepper(Capsicum annuum L.), Red, Raw",8,,
,"Sweet pepper(Capsicum annuum L.), Green, Raw",8,,
,"Garlic, Bulb, Raw",0.1,,
,Starch syrup,1,,
Braised anchovy and garlic stem,"Anchovy(Engraulis japonicus), Small, Boiled and dried",8,Braised,Korean
,"Garlic, Bulb, Raw",1,,
,"Soy sauce, Fermented type",1,,
,"Sugars, White sugar",1,,
,Soybean oil,1,,
,"Sesame seeds, White sesame, Roasted",0.1,,
Braised white bait in soy sauce,"Icefish(Salangichthys microdon), Dried strip",10,Braised,Korean
,"Welsh onion, Raw",5,,
,"Sesame seeds, White sesame, Roasted",0.1,,
,"Garlic, Bulb, Raw",0.1,,
,"Soy sauce, Fermented type",1,,
,Starch syrup,1,,
,Soybean oil,2,,
Braised fried fish paste bowl,"Fish cake, Fried",30,Braised,Korean
,"Soy sauce, Fermented type",1,,
,Sesame oil,0.1,,
,Starch syrup,1,,
,"Garlic, Bulb, Raw",0.1,,
,"Welsh onion, Raw",5,,
,Sesame oil,0.1,,
,"King oyster mushroom(Pleurotus eryngii), Raw",5,,
,"Paprika(Capsicum annuum L), Red, Raw",5,,
,"Onion, Raw",10,,
,"Carrot, Roots, Raw",5,,
,Soybean oil,2,,
Braised vegetables and fried fish paste bowl,"Fish cake, Fried",30,Braised,Korean
,"Soy sauce, Fermented type",1.5,,
,Starch syrup,1,,
,"Garlic, Bulb, Raw",0.1,,
,"Welsh onion, Raw",5,,
,Sesame oil,0.1,,
,"Sweet pepper(Capsicum annuum L.), Green, Raw",5,,
,"Broccoli, Raw",5,,
,"Onion, Raw",10,,
,"Carrot, Roots, Raw",5,,
,Soybean oil,2,,
Braised beef and quail eggs,"Beef meat, Hanwoo, 1 grade, Top round(Eye of round), Raw",10,Braised,Korean
,"Onion, Raw",5,,
,"Carrot, Roots, Raw",5,,
,"Egg, Quail, Raw",30,,
,"Soy sauce, Fermented type",2,,
,Sesame oil,0.2,,
,Starch syrup,1,,
,"Sugars, White sugar",0.5,,
,"Garlic, Bulb, Raw",0.1,,
,"Ginger, Tuber, Raw",0.1,,
Ketchup-braised sausage and vegetables,"Sausage, Wiener(Vienna)",30,Braised,Korean
,"Onion, Raw",10,,
,"Carrot, Roots, Raw",5,,
,"Broccoli, Raw",5,,
,Tomato ketchup,5,,
,Soybean oil,1,,
Braised baby anchovy and almond,"Almond, Dried",5,Braised,Korean
,"Anchovy(Engraulis japonicus), Small, Boiled and dried",8,,
,"Soy sauce, Fermented type",1,,
,Starch syrup,1,,
,Soybean oil,1,,
Fried fish paste with seasoning,"Fish cake, Fried",30,Braised,Korean
,"Welsh onion, Raw",5,,
,Sesame oil,0.1,,
,"Soy sauce, Fermented type",1,,
,Red pepper powder,0.1,,
,"Sugars, White sugar",1,,
,"Garlic, Bulb, Raw",0.1,,
,Soybean oil,2,,
Braised potato and fried fish cake,"Fish cake, Fried",30,Braised,Korean
,"Potato, Daeji, Raw",15,,
,"Soy sauce, Fermented type",2,,
,"Garlic, Bulb, Raw",0.1,,
,"Pepper(Piper nigrum L.), Black, Powder",0.1,,
,"Sugars, White sugar",1,,
,"Welsh onion, Raw",5,,
,Sesame oil,0.1,,
,Soybean oil,2,,
,"Onion, Raw",5,,
,"Broccoli, Raw",5,,
,"Carrot, Roots, Raw",5,,
Braised sweet potato and fried fish paste,"Fish cake, Fried",30,Braised,Korean
,"Sweet potato, Dry and firm type, Raw",15,,
,"Soy sauce, Fermented type",2,,
,"Garlic, Bulb, Raw",0.1,,
,"Pepper(Piper nigrum L.), Black, Powder",0.1,,
,"Sugars, White sugar",1,,
,"Welsh onion, Raw",5,,
,Sesame oil,0.1,,
,Soybean oil,2,,
,"Carrot, Roots, Raw",5,,
,"Onion, Raw",5,,
Braised konjac and fried fish paste,"Fish cake, Fried",30,Braised,Korean
,"Gonyak(Amorphophallus konjac) jelly, Block shape, Raw",15,,
,"Soy sauce, Fermented type",2,,
,"Sugars, White sugar",1,,
,Sesame oil,0.2,,
,"Carrot, Roots, Raw",5,,
,"Onion, Raw",10,,
,"Pepper(Piper nigrum L.), Black, Powder",0.1,,
Braised carrot and fried fish paste,"Fish cake, Fried",30,Braised,Korean
,"Carrot, Roots, Raw",15,,
,"Soy sauce, Fermented type",2,,
,"Garlic, Bulb, Raw",0.1,,
,"Pepper(Piper nigrum L.), Black, Powder",0.1,,
,"Sugars, White sugar",1,,
,"Welsh onion, Raw",5,,
,Sesame oil,0.1,,
,Soybean oil,2,,
,"Onion, Raw",5,,
,"Sesame seeds, White sesame, Roasted",0.1,,
Ketchup-braised fish cake,"Egg, Quail, Raw",20,Braised,Korean
,Tomato ketchup,5,,
,"Fish cake, Fried",10,,
,"Soy sauce, Fermented type",0.5,,
,Sesame oil,0.1,,
Braised paprika and fried fish paste,"Fish cake, Fried",30,Braised,Korean
,"Sweet pepper(Capsicum annuum L.), Green, Raw",8,,
,"Soy sauce, Fermented type",2,,
,Starch syrup,1,,
,"Paprika(Capsicum annuum L), Red, Raw",8,,
,"Garlic, Bulb, Raw",0.1,,
,"Sesame seeds, White sesame, Roasted",0.1,,
Braised burdock and fried fish paste,"Fish cake, Fried",30,Braised,Korean
,"Burdock(Arctium lappa L.), Raw",10,,
,"Soy sauce, Fermented type",2,,
,"Garlic, Bulb, Raw",0.1,,
,"Pepper(Piper nigrum L.), Black, Powder",0.1,,
,"Sugars, White sugar",1,,
,"Welsh onion, Raw",5,,
,Sesame oil,0.1,,
,Soybean oil,2,,
,"Carrot, Roots, Raw",5,,
Braised tuna and fried fish paste,"Skipjack tuna(Katsuwonus pelamis), Canned in oil",15,Braised,Korean
,"Fish cake, Fried",15,,
,"Onion, Raw",10,,
,"Sweet pepper(Capsicum annuum L.), Green, Raw",5,,
,"Sweet pepper(Capsicum annuum L.), Red, Raw",5,,
,"Sesame seeds, White sesame, Roasted",0.1,,
,Sesame oil,0.1,,
,"Carrot, Roots, Raw",5,,
,"Soy sauce, Fermented type",1,,
,"Sugars, White sugar",1,,
,"Garlic, Bulb, Raw",0.2,,
Braised tomato tofu and daikon,"Tomato, Raw",50,Braised,Korean
,"Tofu, Firm",40,,
,"Soy sauce, Fermented type",0.5,,
,"Sugars, White sugar",1,,
,Sesame oil,0.2,,
,Soybean oil,2,,
,"Radish(Raphanus sativus), Korean radish, Roots, Raw",15,,
Braised cuttlefish and fried fish paste,"Fish cake, Fried",15,Braised,Korean
,"Soy sauce, Fermented type",2,,
,"Garlic, Bulb, Raw",0.1,,
,"Pepper(Piper nigrum L.), Black, Powder",0.1,,
,"Sugars, White sugar",1,,
,"Welsh onion, Raw",5,,
,Sesame oil,0.1,,
,Soybean oil,2,,
,"Carrot, Roots, Raw",5,,
,"Mitra squid(Photololigo chinesis), Raw",20,,
,"Onion, Raw",5,,
Braised mussel,"Hard shelled mussel(Mytilus coruscus), Raw",40,Braised,Korean
,"Welsh onion, Raw",5,,
,"Broccoli, Raw",5,,
,"Onion, Raw",5,,
,"Soy sauce, Fermented type",1,,
,"Sugars, White sugar",1,,
,Soybean oil,1,,
,"Pepper(Piper nigrum L.), Black, Powder",0.1,,
(homestyle) roasted pork roll with rice cake,"Pork meat, Loin(Loin), Raw",20,Grilled,Korean - main
,"Beef meat, Hanwoo, 1 grade, Top round(Top inside round), Raw",20,,
,"Soy sauce, Fermented type",3,,
,"Sugars, White sugar",2,,
,Soybean oil,1.5,,
,"Pepper(Piper nigrum L.), Black, Powder",0.1,,
,"Welsh onion, Raw",3,,
,"Onion, Raw",5,,
,"Sesame seeds, White sesame, Roasted",0.1,,
,"Garlic, Bulb, Raw",0.2,,
,Sesame oil,0.2,,
Grilled halibut,"Flounder, Raw",30,Grilled,Korean - main
,"Wheat flour, White, All-purpose",3,,
,Soybean oil,2,,
Grilled halibut(fielet),"Flounder, Raw",30,Grilled,Korean - main
,Soybean oil,2,,
Salt grilled halibut,"Flounder, Raw",30,Grilled,Korean - main
,Soybean oil,2,,
,"Salt, Table salt",0.5,,
Grilled halibut in yuzu marinade,"Flounder, Raw",30,Grilled,Korean - main
,"Yuzu(Citrus junos Siebold ex Tanaka), Concentrated juice, Preserved with sugar",5,,
,Soybean oil,2,,
Grilled halibut with sweet rice,"Flounder, Raw",30,Grilled,Korean - main
,"Glutinous rice, Raw",2,,
,Soybean oil,2,,
Rolled omelette with aubergine,"Eggplant(Solanum melongena L.), Raw",15,Grilled,Korean - main
,"Salt, Table salt",0.2,,
,"Egg, Whole, Raw",40,,
,Soybean oil,2,,
Grilled cutlassfish,"Hair tail(Trichiurus lepturus), Raw",30,Grilled,Korean - main
,Soybean oil,2,,
Grilled mackerel,"Mackerel(Scomber japonicus), Raw",30,Grilled,Korean - main
,"Salt, Table salt",0.1,,
,Soybean oil,2,,
Grilled mackerel in curry(fielet),"Mackerel(Scomber japonicus), Raw",30,Grilled,Korean - main
,Curry sauce powder,2,,
,Soybean oil,2,,
,"Wheat flour, White, All-purpose",1,,
Grilled mackerel with sweet rice,"Mackerel(Scomber japonicus), Raw",30,Grilled,Korean - main
,"Glutinous rice, Raw",5,,
,Soybean oil,2,,
Grilled mackerel in curry,"Mackerel(Scomber japonicus), Raw",30,Grilled,Korean - main
,Curry sauce powder,2,,
,Soybean oil,2,,
Grilled dried corvina,"Yellow croaker(Larimichthys polyactis), Salted and dried",30,Grilled,Korean - main
,Soybean oil,2,,
Rolled omelette with salted seaweed,"Laver(Porphyra tenera), For Gimbap, Dried",1,Grilled,Korean - main
,"Egg, Whole, Raw",30,,
,"Salt, Table salt",0.2,,
,Soybean oil,1.5,,
Rolled omelette with perilla leaves,"Egg, Whole, Raw",40,Grilled,Korean - main
,"Perilla Leaves, Raw",10,,
,"Carrot, Roots, Raw",10,,
,"Onion, Raw",10,,
,"Welsh onion, Shallot(Allium ascalonicum L.), Raw",8,,
,Soybean oil,2,,
Rolled omelette with flying fish roe,"Egg, Whole, Raw",40,Grilled,Korean - main
,"Flyingfish(Cypselurus agoo agoo) edible offal, Roe, Raw",10,,
,"Carrot, Roots, Raw",10,,
,"Onion, Raw",10,,
,"Welsh onion, Shallot(Allium ascalonicum L.), Raw",8,,
,Soybean oil,2,,
Neobiani,"Beef meat, Hanwoo, Loin, Raw",20,Grilled,Korean - main
,"Tofu, Firm",15,,
,"Onion, Raw",10,,
,"Egg, Whole, Raw",5,,
,"Welsh onion, Raw",3,,
,"Wheat flour, White, All-purpose",5,,
,"Pepper(Piper nigrum L.), Black, Powder",0.1,,
,Soybean oil,2,,
Rolled omelette,"Egg, Whole, Raw",50,Grilled,Korean - main
,"Carrot, Roots, Raw",10,,
,"Onion, Raw",10,,
,"Welsh onion, Shallot(Allium ascalonicum L.), Raw",8,,
,Soybean oil,2,,
Omelette with spinach,"Spinach, Raw",15,Grilled,Korean - main
,"Egg, Whole, Raw",50,,
,Soybean oil,2,,
Omelette with cheese,"Egg, Whole, Raw",40,Grilled,Korean - main
,"Carrot, Roots, Raw",5,,
,"Onion, Raw",5,,
,"Welsh onion, Shallot(Allium ascalonicum L.), Raw",5,,
,Soybean oil,2,,
,"Cheese, Cheddar",15,,
Roasted chicken + sauce,"Chicken, Breast, Meat only, Raw",30,Grilled,Western - main
,"Soy sauce, Fermented type",3,,
,Sesame oil,2,,
,"Onion, Raw",10,,
,"Potato, Daeji, Raw",15,,
,"Carrot, Roots, Raw",10,,
Roasted chicken(breast) in teriyaki sauce,"Chicken, Breast, Meat only, Raw",30,Grilled,Korean - main
,"Soy sauce, Fermented type",3,,
,"Sugars, White sugar",2,,
,Sesame oil,2,,
,"Onion, Raw",10,,
,"Potato, Daeji, Raw",15,,
,"Carrot, Roots, Raw",10,,
Roasted chicken(breast) with butter,"Chicken, Breast, Meat only, Raw",30,Grilled,Western - main
,Butter,5,,
,"Salt, Table salt",0.2,,
,"Pepper(Piper nigrum L.), Black, Powder",0.1,,
Spicy stir-fried chicken,"Chicken, Thigh, Meat only, Raw",30,Grilled,Western - main
,"Salt, Table salt",0.1,,
,"Pepper(Piper nigrum L.), Black, Powder",0.1,,
,Soybean oil,1,,
,"Welsh onion, Shallot(Allium ascalonicum L.), Raw",2,,
Chicken skewers,"Chicken, Meat and skin, Fowl, Raw",30,Grilled,Western - main
,"Sauce, Teriyaki",5,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",5,,
,"Paprika(Capsicum annuum L), Yellow, Raw",15,,
,"Paprika(Capsicum annuum L), Red, Raw",15,,
Roasted chicken drumstick,"Chicken, Meat and skin, Fowl, Raw",30,Grilled,Western - main
,"Salt, Table salt",0.1,,
,"Pepper(Piper nigrum L.), Black, Powder",0.1,,
,Soybean oil,1,,
,"Welsh onion, Shallot(Allium ascalonicum L.), Raw",2,,
Roasted chicken,"Chicken, Meat only, Raw",30,Grilled,Western - main
,"Salt, Table salt",0.1,,
,"Pepper(Piper nigrum L.), Black, Powder",0.1,,
,Soybean oil,1,,
,"Welsh onion, Shallot(Allium ascalonicum L.), Raw",2,,
Roasted chicken(meat only) in teriyaki sauce,"Chicken, Meat only, Raw",30,Grilled,Korean - main
,"Sauce, Teriyaki",3,,
,Soybean oil,1,,
,"Welsh onion, Shallot(Allium ascalonicum L.), Raw",2,,
Roasted chicken(meat only) with butter,"Chicken, Meat only, Raw",30,Grilled,Western - main
,"Salt, Table salt",0.1,,
,"Pepper(Piper nigrum L.), Black, Powder",0.1,,
,Butter,2,,
Chicken chop steak,"Chicken, Meat only, Raw",30,Grilled,Western - main
,Oyster sauce,3,,
,"Carrot, Roots, Raw",10,,
,"Onion, Raw",15,,
,"Paprika(Capsicum annuum L), Yellow, Raw",5,,
,"Paprika(Capsicum annuum L), Red, Raw",5,,
,Soybean oil,2,,
Grilled cod,"Pacific cod(Gadus macrocephalus), Raw",30,Grilled,Western - main
,Soybean oil,2,,
Roasted pork,"Pork meat, Belly side(Belly), Raw",30,Grilled,Western - main
,"Salt, Table salt",0.1,,
,"Pepper(Piper nigrum L.), Black, Powder",0.1,,
Roasted pork with miso,"Pork meat, Tenderloin(Tenderloin), Raw",30,Grilled,Korean - main
,"Doenjang, Improved",3,,
,"Pepper(Piper nigrum L.), Black, Powder",0.1,,
,Soybean oil,2,,
Roasted short rib patties(pork),"Pork meat, Loin(Loin), Raw",40,Grilled,Korean - main
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",5,,
,Sesame oil,0.3,,
,"Pepper(Piper nigrum L.), Black, Powder",0.2,,
,"Onion, Raw",5,,
,"Wheat flour, White, All-purpose",5,,
,"Soy sauce, Fermented type",3,,
,Soybean oil,2,,
,"Sugars, White sugar",1,,
,"Garlic, Bulb, Raw",0.2,,
Grilled short rib patties(pork),"Pork meat, Loin(Loin), Raw",40,Grilled,Korean - main
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",5,,
,"Onion, Raw",5,,
,"Wheat flour, White, All-purpose",5,,
,"Soy sauce, Fermented type",3,,
,Soybean oil,2,,
,"Sugars, White sugar",1,,
,"Garlic, Bulb, Raw",0.2,,
Porkchop steak,"Pork meat, Tenderloin(Tenderloin), Raw",30,Grilled,Western - main
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",5,,
,"Onion, Raw",5,,
,"Carrot, Roots, Raw",5,,
,"Paprika(Capsicum annuum L), Red, Raw",5,,
,"Paprika(Capsicum annuum L), Yellow, Raw",5,,
,Worcester sauce,3,,
,Soybean oil,2,,
,"Garlic, Bulb, Raw",0.2,,
,Sesame oil,0.2,,
,"Pepper(Piper nigrum L.), Black, Powder",0.1,,
Roasted pork with sweet rice,"Pork meat, Tenderloin(Tenderloin), Raw",30,Grilled,Korean - main
,"Glutinous rice, Raw",5,,
,"Salt, Table salt",0.1,,
,"Pepper(Piper nigrum L.), Black, Powder",0.1,,
,Soybean oil,2,,
Grilled pork and sweet rice (soy sauce),"Pork meat, Loin(Loin), Raw",30,Grilled,Korean - main
,"Glutinous rice, Powder",3,,
,"Garlic, Bulb, Raw",0.2,,
,"Soy sauce, Fermented type",1,,
,Soybean oil,0.5,,
,"Sugars, White sugar",0.5,,
,"Pepper(Piper nigrum L.), Black, Powder",0.1,,
Roasted pork and vegetables,"Pork meat, Tenderloin(Tenderloin), Raw",30,Grilled,Western - main
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",5,,
,"Onion, Raw",5,,
,"Carrot, Roots, Raw",5,,
,"Paprika(Capsicum annuum L), Red, Raw",5,,
,"Paprika(Capsicum annuum L), Yellow, Raw",5,,
,Soybean oil,2,,
,"Salt, Table salt",0.2,,
,"Pepper(Piper nigrum L.), Black, Powder",0.1,,
Roasted pork(shoulder butt),"Pork meat, Lean, Raw",30,Grilled,Western - main
,"Salt, Table salt",0.2,,
,"Pepper(Piper nigrum L.), Black, Powder",0.2,,
Fried eggs with tofu,"Tofu, Firm",35,Grilled,Korean - main
,"Egg, Whole, Raw",10,,
,Soybean oil,2,,
,"Salt, Table salt",0.2,,
,"Wheat flour, White, All-purpose",2,,
Tofu steak,"Egg, Whole, Raw",10,Grilled,Korean - main
,"Wheat flour, White, All-purpose",3,,
,"Carrot, Roots, Raw",5,,
,"Soy sauce, Fermented type",2,,
,"Sugars, White sugar",1,,
,"Garlic, Bulb, Raw",0.2,,
,"Tofu, Firm",40,,
,Soybean oil,2,,
,"Onion, Raw",10,,
,"Pumpkin(Cucurbita moschata), Young pumpkin, Raw",5,,
,"Wheat, Bread crumb",3,,
Tofu hamburger steak,"Tofu, Firm",15,Grilled,Korean - main
,"Pork meat, Lean, Raw",10,,
,"Egg, Yolk, Raw",3,,
,"Wheat flour, White, All-purpose",3,,
,"Sauce, Teriyaki",5,,
Grilled short rib patties(beef),"Beef meat, Hanwoo, Loin, Raw",30,Grilled,Korean - main
,"Tofu, Firm",15,,
,"Onion, Raw",10,,
,"Egg, Whole, Raw",10,,
,"Wheat flour, White, All-purpose",5,,
,"Sugars, White sugar",1,,
,"Soy sauce, Fermented type",2,,
,"Welsh onion, Shallot(Allium ascalonicum L.), Raw",3,,
,Soybean oil,2,,
Rolled omelette with soft crab,"Imitation crab meat, Stick, Raw",25,Grilled,Korean - main
,"Egg, Whole, Raw",50,,
,Soybean oil,2,,
Grilled meat ball,"Pork meat, Tenderloin(Tenderloin), Raw",20,Grilled,Korean - main
,"Soy sauce, Fermented type",2,,
,"Sugars, White sugar",1,,
,"Pepper(Piper nigrum L.), Black, Powder",0.1,,
,"Garlic, Bulb, Raw",0.1,,
,"Sesame seeds, White sesame, Roasted",0.1,,
,"Tofu, Firm",15,,
,"Onion, Raw",10,,
,"Egg, Whole, Raw",10,,
,"Wheat flour, White, All-purpose",5,,
,"Carrot, Roots, Raw",5,,
,Sesame oil,0.2,,
Bacon roll with vegetables,Bacon,20,Grilled,Western - main
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",10,,
,"Winter mushroom(Flammulina velutipes Sing.), Cultivated, Raw",20,,
Sausage broccoli skewers,"Sausage, Wiener(Vienna)",25,Grilled,Western - main
,Tomato ketchup,3,,
,Soybean oil,2,,
,"Broccoli, Raw",20,,
Roasted pork belly,"Pork meat, Belly side(Belly), Raw",30,Grilled,Western - main
,"Salt, Table salt",0.1,,
,"Pepper(Piper nigrum L.), Black, Powder",0.1,,
Three-color rolled omelet,"Egg, Whole, Raw",40,Grilled,Korean - main
,"Carrot, Roots, Raw",5,,
,"Salt, Table salt",0.2,,
,"Pepper(Piper nigrum L.), Black, Powder",0.1,,
,Soybean oil,2,,
,"Onion, Raw",5,,
,"Welsh onion, Shallot(Allium ascalonicum L.), Raw",2,,
Grilled spanish mackerel,"Spanish mackerel(Scomberomorus niphonius), Raw",30,Grilled,Korean - main
,Soybean oil,2,,
Grilled spanish mackerel + marinade sauce,"Spanish mackerel(Scomberomorus niphonius), Raw",30,Grilled,Korean - main
,Soybean oil,2,,
,"Soy sauce, Fermented type",0.5,,
,Starch syrup,0.5,,
,"Onion, Raw",0.5,,
,"Garlic, Bulb, Raw",0.2,,
Grilled spanish mackerel in teriyaki sauce,"Spanish mackerel(Scomberomorus niphonius), Raw",30,Grilled,Korean - main
,"Wheat flour, White, All-purpose",2,,
,Soybean oil,2,,
,"Soy sauce, Fermented type",2,,
,"Cooking alcohol, Mirin",2,,
,"Salt, Table salt",0.1,,
,"Pepper(Piper nigrum L.), Black, Powder",0.1,,
,Starch syrup,1,,
Grilled spanish mackerel and lemon,"Spanish mackerel(Scomberomorus niphonius), Raw",30,Grilled,Korean - main
,"Lemon, Fruit juice",0.5,,
,Soybean oil,2,,
Grilled spanish mackerel in sweet soy sauce,"Spanish mackerel(Scomberomorus niphonius), Raw",30,Grilled,Korean - main
,"Wheat flour, White, All-purpose",3,,
,"Soy sauce, Fermented type",2,,
,Starch syrup,1,,
,Soybean oil,1.5,,
Grilled spanish mackerel in yuzu marinade,"Spanish mackerel(Scomberomorus niphonius), Raw",30,Grilled,Korean - main
,"Yuzu(Citrus junos Siebold ex Tanaka), Concentrated juice, Preserved with sugar",5,,
,Soybean oil,2,,
Grilled spanish mackerel in curry,"Spanish mackerel(Scomberomorus niphonius), Raw",30,Grilled,Korean - main
,Curry sauce powder,5,,
,Soybean oil,2,,
Rolled omelette with shrimp,"Siba shrimp(Metapenaeus joyneri), Raw",20,Grilled,Korean - main
,"Egg, Whole, Raw",40,,
,"Carrot, Roots, Raw",5,,
,"Onion, Raw",5,,
,Soybean oil,2,,
Roasted shrimp with butter,"Siba shrimp(Metapenaeus joyneri), Raw",40,Grilled,Western - main
,Butter,5,,
,"Salt, Table salt",0.1,,
,"Pepper(Piper nigrum L.), Black, Powder",0.1,,
Korean beef kebab,"Beef meat, Hanwoo, Loin, Raw",30,Grilled,Korean - main
,"Pear, Singo, Raw",10,,
,"Soy sauce, Fermented type",3,,
,"Welsh onion, Raw",5,,
,Soybean oil,1.5,,
,Sesame oil,0.2,,
,"Garlic, Bulb, Raw",0.2,,
,"Sugars, White sugar",0.5,,
,"Sesame seeds, White sesame, Roasted",0.1,,
,"Pepper(Piper nigrum L.), Black, Powder",0.1,,
Chopped beef steak,"Beef meat, Hanwoo, 1 grade, Tenderloin(Tenderloin), Raw",30,Grilled,Western - main
,"Carrot, Roots, Raw",3,,
,"Paprika(Capsicum annuum L), Sweet pepper, Green, Raw",5,,
,"Paprika(Capsicum annuum L), Yellow, Raw",5,,
,"Onion, Raw",5,,
,"Cultivated mushroom(Agaricus bisporus (Lge.) Sing.), Raw",5,,
,"Welsh onion, Raw",5,,
,Tomato ketchup,3,,
,"Soy sauce, Fermented type",2,,
,Soybean oil,2,,
,"Garlic, Bulb, Raw",0.2,,
,Sesame oil,0.2,,
,"Pepper(Piper nigrum L.), Black, Powder",0.1,,
